Vitals:
Short Term Values:
Time,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
"2021-04-15 17:44:50","60517616","0","0","0","1","0","0","0","99","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","9066","242644","81307","18148","6160","404408","17664","0","13","1","0","28724","72","36","9461","0","2000",
"2021-04-15 17:44:51","60517592","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","13","2","29","131072","9069","242644","81308","18148","6160","404408","17664","0","13","1","0","28724","72","36","9461","0","0",
"2021-04-15 17:44:52","60517340","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","9069","242644","81308","18148","6160","404408","17664","0","13","1","0","28724","72","36","9461","0","0",
"2021-04-15 17:44:53","60532280","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8709","242644","59867","18148","4631","404408","17664","0","13","1","0","28724","67","36","7461","0","2000",
"2021-04-15 17:44:54","60532308","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8712","242644","59867","18148","4631","404408","17664","0","13","1","0","28724","67","36","7461","0","0",
"2021-04-15 17:44:55","60532308","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8712","242644","59867","18148","4631","404408","17664","0","13","1","0","28724","67","36","7461","0","0",
"2021-04-15 17:44:56","60559444","0","0","0","1","0","1","0","99","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8352","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","2000",
"2021-04-15 17:44:57","60559444","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","17","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:44:58","60559492","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:44:59","60559492","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:00","60558744","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:01","60558744","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:02","60558768","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:03","60558768","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:04","60558820","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:05","60558820","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:06","60558820","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:07","60558568","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","16","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:08","60558568","0","0","0","2","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:09","60558580","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:10","60558328","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:11","60558328","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:12","60558328","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:13","60558328","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:14","60558076","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:15","60558076","0","0","0","1","1","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:16","60558076","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:17","60557824","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","16","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:18","60557824","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:19","60557824","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:20","60557824","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:21","60557824","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:22","60557824","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:23","60557584","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:24","60557332","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:25","60557332","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:26","60557332","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
