Vitals:
Short Term Values:
Time,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
"2021-04-15 17:43:57","60782156","0","0","0","1","0","1","0","99","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","2","29","131072","7997","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","2000",
"2021-04-15 17:43:58","60782156","0","0","0","9","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","3","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:43:59","60787100","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:00","60787100","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:01","60786692","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:02","60786692","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:03","60786692","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:04","60786692","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:05","60786692","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","16","1","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",
"2021-04-15 17:44:06","60795336","0","0","0","1","0","0","0","100","0","0","0","4007404","286292","249776","36516","0","0","0","0","9","12","2","29","131072","7999","35584","16940","18176","1574","393716","18048","0","13","1","0","28724","57","36","3461","0","0",

Mid Term Values:
(no records)

Long Term Values:
(no records)

