Vitals:
Short Term Values:
Time,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,
"2021-04-15 17:43:42","60664912","35","0","0","0","491","1244","3","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:43","60664912","35","0","0","0","491","1244","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:44","60664912","35","0","0","0","491","1243","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:45","60664912","35","0","0","0","491","1243","1","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","111","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:46","60664912","35","0","0","0","491","1243","1","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:47","60664912","35","0","0","0","491","1243","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:48","60664912","35","0","0","0","491","1242","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:49","60664912","35","0","0","0","491","1242","1","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:50","60636248","36","0","0","0","493","1275","2","0","1","0","99","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:51","60635096","36","0","0","0","493","1275","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:52","60635604","36","0","0","0","493","1275","3","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","110","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:53","60635492","36","0","0","0","493","1275","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:54","60634988","36","0","0","0","493","1275","1","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:55","60634988","36","0","0","0","493","1276","1","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","113","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:56","60634232","36","0","0","0","493","1276","2","0","0","0","100","0","0","0","4482548","297560","260232","37328","0","0","0","0","9","108","2","33","131072","8232","43584","38314","4800","3037","145344","17920","0","14","1","0","32824","62","36","5446","0","0",
"2021-04-15 17:43:57","60782156","36","0","0","0","493","1276","1","0","1","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","4","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","2000",
"2021-04-15 17:43:58","60786444","36","0","0","0","493","1282","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:43:59","60787100","36","0","0","0","493","1281","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:00","60786848","36","0","0","0","493","1282","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:01","60786692","36","0","0","0","493","1282","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:02","60786692","36","0","0","0","493","1282","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:03","60786692","36","0","0","0","493","1281","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:04","60786692","36","0","0","0","493","1281","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:05","60795336","35","0","0","0","492","1268","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","112","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",
"2021-04-15 17:44:06","60795336","35","0","0","0","492","1268","1","0","0","0","100","0","0","0","4277748","271280","233952","37328","0","0","0","0","9","108","2","33","131072","7850","17024","16783","1600","1510","56768","17920","0","14","1","0","32824","57","36","3446","0","0",

Mid Term Values:
(no records)

Long Term Values:
(no records)

